company,rating,date,title,text,company_reply,user_url,user_num_reviews,user_geo_location
N26,Rated 1 out of 5 stars,2021-04-18T08:56:44.000Z,Travel Nightmare,"I am in the middle of Costa Rica basically somewhere in nowhere, depending on a rental car to get to the next city, and all of a sudden while the rental company tries to charge the deposit I lost all my faith in n26. The rental company was not able to charge the deposit so I checked my N26 app , it was telling me that there was not enough cover for the payment, which was not the case - there was enough money on it. I was super chilled by this time because I was sure this is just a small bug and that N26 support would fix this in a minute. I contacted the Support and from there on everything went downhill. After I explained my problem literally the first answer I get was „I think this is something my colleagues have to check tomorrow“ I was shocked .. I than explained that it is urgent to find a solution, the N26 employee than resetted  my card and told me to wait 30minutes and that it would work afterwards. As may can imagine it didn’t, I ended up having the worst night in a baaaaaaaad baaad hostel somewhere in nowhere payed with luckily some cash I had left ... and no explanation since on what kind of problem that was..","Hey Kevin, ,Thank you for taking the time to leave us a review. ,We sorry to hear you've had issue with a car hire company. ,Often, car rental companies will take very large deposit before hiring out a car. As the card linked to your account is a MasterCard Debit card as apposed to Credit you would need to have a large amount of funds available to cover the deposit. ,Once the rental company takes this large deposit they can also hold on to it for 30 day before releasing it back to your account. ,Best Regards, ,Peter, ,N26 Support Team. ",/users/607bf4280555a8001ac494c6,1,CR
N26,Rated 5 out of 5 stars,2021-04-16T23:37:01.000Z,Very good application,,,/users/607a1f98c35082001ac73d27,1,FR
N26,Rated 1 out of 5 stars,2021-04-16T22:46:17.000Z,Disgusting Customerservice,"The N26 Service is like non-existing. After i worte them 3 times, they told me that they are thought that I don't want them to do something... then it tooks a lot of time while they sending me spammessanges, where they are telling me that nothing happened yet. Finally there comes a last mail that said: ""We solved your Problem, just look in the app"" so let's look at the app... the app is showing me that nothing happend and I got not any information, but for spamming you with emails we take 15€ from your account now. If I might have questions, I should look in the support center....,Thanks for nothing. :)","Hey Tim, ,Thank you for taking the time to leave us review. ,This sounds like the standard fee for a payment investigation. An investigation can take up to 60 days to complete in a complicated instance. ,We would be happy to check for any investigation updates for you. ,You can reach out on our social channels, Twitter @N26_Support or Facebook @N26. ,Best Regards, ,Peter,,N26 Support Team. ",/users/6047aa902022320019b3c04b,3,DE
N26,Rated 1 out of 5 stars,2021-04-16T06:27:56.000Z,Money blocked out and no solution,"In the middle of an afternoon, I receive a notification that my card was blocked,I do not do any crypto currency activity, as some people discuss on internet about this type of scenario,It is important to say that I did not receive any warning (neither by email nor by notification) of this blocking,I thought that it was maybe a fraud attempt and that all I needed to do was unblock it and change my PIN,It turns out that I cannot unblock it,All my money is on that bank and I cannot perform any operation (transfert to another person, for example).,I am literally without any money to eat,I tried to make contact with the support team in all times of the day and they say that they do not have any further information, that I will be contacted by email (which never happens) and closes the chat.,I do not have any solution","Hey Florence, ,Thank you for taking the time to leave us a review. ,We apologise for any issues with your N26 account. ,As a fully licensed bank we have to carry out routine compliance checks to keep our customers' accounts safe and secure. ,In the case of an account being frozen our dedicated compliance team will reach out via the register e-mail address with further information. ,Best Regards, ,Peter, ,N26 Support Team",/users/60792e63e21a2c001b40aa9f,1,FR
N26,Rated 1 out of 5 stars,2021-04-16T05:45:55.000Z,A transaction on my unauthorised…,A transaction on my unauthorised account... the case lasts 9 DD now... I've been asked to desynchronise my device's app and since it's impossible to access the live chat and thus continue the claim... no code to ask during the transaction or SMS... money window is not safe at n 26,"Hey Chinatounss, ,Thank you for the review. ,We apologise for any issues with a payment dispute on the account. ,Please come and speak with us on our social channels. You can find us on Twitter @N26_Support or Facebook @N26. We are very active here and would be happy to assist. ,You can also send us an e-mail to support@n26.com with all the details you can find on the templates on this page: ,https://support.n26.com/en-eu/security/transaction-dispute/how-to-dispute-a-transaction,Best Regards, ,Peter, ,N26 Support Team.",/users/6079247fe855960019bc95cf,1,FR
N26,Rated 5 out of 5 stars,2021-04-15T20:47:57.000Z,The worker is very helpful and was very…,"The worker is very helpful and was very informative about what I need to do to help,Thanks for all the help",,/users/5ea534f250943edf56abe60a,2,DE
N26,Rated 5 out of 5 stars,2021-04-15T11:46:54.000Z,Really efficacious support !!,"Really efficacious support !!,The instructions provided were very clear and precise on how to proceed for restoring my N26 online account following the loss of my mobile (and former phone number),Everything went smoothly and it allowed restoring my account almost immediately after the live chat,This was highly appreciated",,/users/60782793387656001a7cd78d,1,BE
N26,Rated 1 out of 5 stars,2021-04-15T11:07:07.000Z,I'd recommend nobody to get N26 because…,"I'd recommend nobody to get N26 because of their incompetence, inefficient, and disrespectful customer service.,I'm a new customer who waited 15 days for my Mastercard. Never received.I got in contact with all their channels. They were indifferent to my complaint, 3 different people hung up on me.,I'm totally disappointed.","Hey Sammy, ,Thank you for taking the time to leave us feedback. ,We apologise for any issues in receiving the MasterCard for your new account. ,Please come and speak with us on our socials channels. ,You can find us on Twitter @N26_Support or Facebook @N26. We are very active on these channels and happy to assist in getting a card to as soon as we can. ,Best Regards, ,Peter, ,N26 Support Team.",/users/5f3ae5d676de1ef78e6501f1,1,DE
N26,Rated 2 out of 5 stars,2021-04-15T07:09:28.000Z,customer service not efficient,"chat customer service not really efficient, customer ergonomy access not really intuitive","Hey Luck, ,Thank you for the feedback. ,We are sorry for any issues encountered with our live-chat service. We are also very active and happy to assist on our social channels. ,You can find us on Twitter @N26_Support. or Facebook @N26. ,Best Regards, ,Peter, ,N26 Support Team. ",/users/5ed37f5c0b18823821a12339,2,FR
N26,Rated 1 out of 5 stars,2021-04-15T04:55:56.000Z,Client support und relationship at its…,"Client support und relationship at its worst. No understanding of problem. Platiitüden as answers. Schade, sonst gute Bank.","Hey Hans-Joachim,,vielen Dank für deine Bewertung. Wir bedauern sehr, dass du eine negative Erfahrung mit unserem Kundenservice gemacht hast.,Gerne möchten wir verstehen, was gen au vorgefallen ist und uns dein Anliegen im Detail mit dir anschauen. Kontaktiere uns hierzu bitte auf Facebook: https://www.facebook.com/N26DE/ oder auf Twitter @N26_Support und wir sind gerne für dich da. ,Gruß, Jim vom N26 Support Team",/users/6077c754208d1b001943e9f6,1,FR
N26,Rated 3 out of 5 stars,2021-04-14T17:29:29.000Z,I broke my phone,I broke my phone . Therefore I was unable to access to the PIN number with sms and then to my account from another device. It’s a pity there are no other security access but a single phone number . Very disappointed.,"Hey Nicolas, ,Thank you for taking the time to leave us a review. ,We apologise for any issues encountered after the phone linked to the account was broken. As a mobile bank, the phone number on the account is an important step in two factor authentication. ,We have a secure process in place to help you update the details on the account through our support page. You don not need the app to access the chat here:,https://support.n26.com/en-eu/app-and-features/app/how-to-contact-n26,Best Regards, ,Peter, ,N26 Support Team.",/users/60772673348d93001ad520e5,2,FR
N26,Rated 5 out of 5 stars,2021-04-14T17:22:23.000Z,The Best,The Best! Helpful. Very good service. Thanks to the support.,,/users/607724007938e4001a94022b,3,DE
N26,Rated 1 out of 5 stars,2021-04-14T20:54:23.000Z,Risk of unauthorized access,"Support staff seems neither interested in seeing nor solving a serious glitch in the app: it did revert to making contact less transactions possible even when entering of a PIN was originally selected as requirement!,*** Additional remark ***,Rose's response below proofs exactly my point - they just don't get it! ,It is perfectly fine that customers can easily toggle settings from allowing to blocking contactless transactions. ,However IMHO it is definitely NOT OK that their system/app/whatever reverts from my setting - which was: blocking contactless transactions - to eventually enabling them again _all by itself_ ,WITHOUT my consent!,Thankfully we're not talking megabucks lost in my particular case here. Yet, how should I keep trust in the integrity of their technology - or the bank's integrity for that matter - if they're not even willing to look into the matter and find out how to add layers of security in order to prevent something like that from happening again tsooner or later to me or any other customers whose card might get improperly used by an unauthorized third party?!","Hey Erge,,Thank you for taking the time to leave your review.,First of all, we are sorry to hear that you had a negative experience. We would like the opportunity to get some further feedback from you.,Our customers are easily able to turn on and off their contactless payments in the card settings in the N26 app. Please see the below instructions:,1) Go to Cards. ,2) If you have multiple cards, swipe to the right until you see the card you want.,3) Tap Card settings.,4) Toggle Contactless payments.,We'd be happy to discuss your issues in more detail and help answer any further questions. We're very active on our Twitter Support @N26_Support, please send us a DM here and one of our dedicated team can advise you further.,Best Regards,,Rose, Your N26 Support Team.",/users/5e6a257b35d35da2fa3967f0,2,AT
N26,Rated 1 out of 5 stars,2021-04-14T04:55:22.000Z,No competence at the support,"No competence at the support, they ended the chat without solution for me.","Hey Chappi, ,Thank you for taking the time to leave us a review. ,We apologise for any issues with our secure in app live-chat.,As a fully licensed bank we have to carry out routine checks on customers' accounts. ,In the case of a routine check on an account our customer support team would be unable to supply any further information as the case will be handled by our dedicated compliance team. They would reach out to you via e-mail in due course. ,Best Regards, ,Peter, ,N26 Support Team",/users/5589b6f10000ff0001c7fb5d,2,DE
N26,Rated 5 out of 5 stars,2021-04-13T20:16:56.000Z,First impression with N26 customer support,"My initial experience with N26 and their support team has been very positive. I ran into an issue with unpairing/re-pairing my phone and after contacting support via chat and a very professional, friendly and helpful conversation, my problem got solved overnight and personally followed up on by email. Everything is working perfectly now. So my first impression as a new customer when it comes to service and support could not have been better.",,/users/6075fc25348d93001ad48935,1,ES
N26,Rated 5 out of 5 stars,2021-04-13T10:13:41.000Z,"Stollen paired Phone,problem with login","Its all okey, butt my paired mobile was stollen with my card and  id Card.only whats left is my driving linisense. I cant login to my konto withaud SMS from mobile who was stollen.Irealy need acses to my accont",,/users/6075462b9d423f0019bc575f,1,PL
N26,Rated 5 out of 5 stars,2021-04-12T13:45:39.000Z,This bank helps you in any case.,"This bank helps you in any case.,Fast, competent and without any hassle.",,/users/60744ee86f4d130019df71f0,1,DE
N26,Rated 1 out of 5 stars,2021-04-12T12:28:25.000Z,Very bad customer service,"Very bad customer service. No support with the registration. Eventually decided to not go with N26.,Very disappointing experience.","Hi Kai,,We're sorry to learn that you had some issues when signing up.,To get assistance with your application, please reach out to us on one of our internal channels so we can have a closer look at your issue and help out. You can open a Live Chat by pasting the following link into your browser and selecting ""Start New Support Chat"": https://support.n26.com/en-eu/app-and-features/app/how-to-contact-n26,You can also send us an email using support@n26.com, or reach out to us on Twitter via @N26_Support.,You can learn more about verifying your identity here: https://support.n26.com/en-eu/account-and-personal-details/verifying-my-identity/how-to-prove-my-identity,Best Regards,,Lucy, Your N26 Support Team",/users/60743ccf8ed67f001ad74323,1,DE
N26,Rated 5 out of 5 stars,2021-04-12T06:45:57.000Z,N26 helped me get my money back from a fake online shop,I had a problem with a fake online shop and n26 helped me to get my money back. The process was very intuitive and I was positively surprised about how fast the problem was resolved.,,/users/6073ec8b122d030019be57ac,1,AT
N26,Rated 5 out of 5 stars,2021-04-11T10:00:41.000Z,Great bank to bank with,"Registration was very quick and easy as was online verification in the app. After setting up account I could use it straight away by means of virtual debit card connected to google pay. All in all, 5 star experience.",,/users/5e889b164d2b5616dfbf3906,2,NL
N26,Rated 1 out of 5 stars,2021-04-11T07:45:46.000Z,Extremely buraucratic processes. Support has no phone number,"the customer service is very polite and they try to help you, but everything is to buraucratic that I‘ve been waiting to get the amount of a disputed transaction for 1,5 months.,The fact that you don‘t have a support phone number to call really is disapointing.","Hey Eduardo, ,Thank you for the feedback. ,We apologise for any delays in disputing a transaction. ,Sometimes we need to wait until a merchant has taken a payment before we're able to open a dispute with MasterCard. You can check if a payment is settled by downloading the balance statement within the app. ,https://support.n26.com/en-eu/payments-transfers-and-withdrawals/balance-and-limits/how-to-get-bank-statement-n26,Once on our verified live-chat you are able to  request a callback on the phone. ,Best Regards, ,Peter, ,N26 Support Team",/users/6072a8c54e58c70019f8cc53,1,DE
N26,Rated 1 out of 5 stars,2021-04-11T06:10:50.000Z,I opened an account with N26,"I opened an account with N26. Of course, they asked me my ID card to justify who I was. Then I deposited a large amount of my savings to them. I was receiving quite a big number of advertising per mail that I didn’t pay much attention. Among them was a mail that I missed asking for further information about my salary and my proof of residence. An automated procedure sent me then an email saying that I had a month to close my account. I was in shock wondering if this was a fake email. But no! So I checked my account and saw the mail I missed. I sent the requested Informations. No answer. Interacted twice with customer service, who said they couldn’t do anything. Very bad customer experience.","Hey François, ,Thank you for taking the time to leave us a review. ,We apologise for any inconvenience caused. ,As a fully licensed bank we are obliged to carry out routine checks on accounts. ,We carry out such checks to keep our customers' account safe and secure. ,Our dedicated compliance team is diligently working on to minimise disruption and will reach out as soon as there is an update via your registered email address.,Best regards ,,Peter, ,N26 Support Team",/users/5b7c47f54de5666d34b585a4,4,CA
N26,Rated 1 out of 5 stars,2021-04-10T13:04:07.000Z,No answer after many requests,"No answer after many requests. ,It seems like no one cares about your problem. Thats the reason why I quit my contract with this bank. I tried to contact them, because someone debited money from my current account, but no one answered my mails... be careful","Hi Markus,,We're sorry to hear this.,You can contact us via email by emailing support@n26.com from the email address that is linked to your N26 account. If you email us from a non-registered email address, this will not register as a contact made from your account, so it may take longer.,If you have an urgent issue that needs immediate attention, it's better to contact us on Live Chat to speak with an agent in realtime. You can open a Live Chat between 07:00 - 23:00 CET daily from directly within the ""Support"" section of the N26 mobile app. If you do not have access to your app, just paste the following link into your browser and select ""Start New Support Chat"" at the bottom: https://support.n26.com/en-eu/app-and-features/app/how-to-contact-n26,You can also find us on Twitter via @N26_Support.,Best Regards,,Lucy, Your N26 Support Team",/users/6071a2356cb5130019970451,1,AT
N26,Rated 5 out of 5 stars,2021-04-10T12:16:19.000Z,I recommend n26 without hesitation,"I recommend n26 without hesitation. The customer service is efficient, fast and clear. After many months of using my card with the contactless option, I forgot my pin code. It was 8am and I was a bit panicked as I had just made a wrong pin at the bakery. One minute after, the operator explained me clearly the procedure to follow, and he made sure that my number of attempts was reset to 0 so that I could use my card without stress. Really happy about this quality of customer service, I couldn't ask for more !",,/users/607196f04e58c70019f86590,1,FR
N26,Rated 5 out of 5 stars,2021-04-09T23:51:25.000Z,No salary in France no bank account,After six years spent in Spain I am back in France where I am unemployed. I consulted five banks to open an account. Each time I had refusals because I had no salary. Thanks to N26 now I have a bank account,,/users/6070e804be64f60019b25c31,1,FR
N26,Rated 1 out of 5 stars,2021-04-09T14:10:54.000Z,This Bank is not fine!!!,,"Hi Sertac,,We'd be happy to help with any issue you may currently be facing with your N26 account, but we'd need some further context to better understand what has gone wrong.,You can open a Live Chat to speak with us directly within the N26 app, or via this link: https://support.n26.com/en-eu/app-and-features/app/how-to-contact-n26,You can also find us on Twitter via @N26_Support, or email support@n26.com.,Best Regards,,Lucy, Your N26 Support Team",/users/5a3ffd640000ff000af5d768,2,DE
N26,Rated 5 out of 5 stars,2021-04-09T13:12:55.000Z,Hmmm super,"Hmmm super! Best ever online bank service, their customers service is prompt and ever ready to help, 100% recommendations 👍",,/users/5b72c1494de5666d34f50458,4,LU
N26,Rated 1 out of 5 stars,2021-04-08T23:04:52.000Z,Selective nationalities,"Even if you are a legal resident in Europe, they won't open an account for you if you are from some specific counties.,Soon, I will get the citizenship where I live BUT I will never ever try to use this bank again. I've been using Revolut, it is way better.","Hey Diamante,,First of all we'd like to thank you for your interest in joining us and taking the time to leave us a review.,As a licensed mobile bank, we're obliged to securely verify the identity of all potential customers. You can open an account if you have one of our current supported documents here: (https://support.n26.com/en-eu/account-and-personal-details/verifying-my-identity/how-to-prove-my-identity).,Unfortunately we are unable to accept all Passports or National ID cards. This is purely down to the lack of security features that appear on some documents and is decided by our regulator BAFIN. We're constantly seeking to add documents to our verification list of supported documents. ,If your current document is not on our list please stay tuned, as we are always looking to add new documents to this list and update this on a regular basis. ,Best regards,,Rose, Your N26 Support Team",/users/5f3fa2b1135bed5a352f55ca,2,SE
N26,Rated 1 out of 5 stars,2021-04-08T18:54:05.000Z,Leave immediately!!!,"I took ALLLLLL of my money out of this bank today. This bank is so difficult and customer service either hangs up on you or give you the runaround...and the claims process is unnecessary!!! I had to file a claim of $35 because a hair salon service scammed me and never showed up the the consultation, N26 told me I needed and affidavit, proof documents and a selfie of me hold my ID....ALL RIDICULOUS but I could have provided that information. 3 days later they closed the claim and denied it and I had not even provided that info yet because to do ALL of that when you are busy is something you have to find time for. So in a nutshell of you loose money N26 will make if difficult but in the end still do nothing for you.",,/users/606f51339ac5de001b1ee296,4,US
N26,Rated 5 out of 5 stars,2021-04-08T18:46:29.000Z,Verify your identity,"Verify your identity ,Set your confirmation PIN,I do not understand that,And not going beyond that",,/users/606f4f76c61786001b82226a,1,FR
N26,Rated 4 out of 5 stars,2021-04-08T17:42:38.000Z,Good bank at all.,"Good bank at all.,Only the fees for cash increases can be cheaper",,/users/606f3f496d6ac70019839c1d,1,DE
N26,Rated 5 out of 5 stars,2021-04-12T21:11:15.000Z,"Very good experience with N26 Standard account, chat support is helping promptly","I have a wonderful experience with N26 since I started using it a year ago. The design of the app is nice, transactions are shown in the app very quickly. I had to use the chat support once and I promptly received help from the team. I had to pair a new phone since I have broken my previous phone, and support paired it after verification. I'm using a Standard account.,The only thing I don't like that much are the transparent cards that you receive with the free accounts. Hope they change them into regular cards. I also hope they offer the option to buy cryptocurrencies which I miss from Revolut (however I hope buyers will also receive the crypto keys and be able to transfer them to another crypto wallet).,I can't understand the negative ratings, in many cases the issues seem to be on the side of the users (e.g. low credit ratings, legal history).",,/users/606f22d2252e9400195cd342,1,DE
N26,Rated 1 out of 5 stars,2021-04-09T12:35:43.000Z,Worst bank going to call my lawyer,Worst bank ever they won't release a hotel hold it's been almost a MONTH AND THEY WON'T GIVE ME MY MONEY BACK no N26 THE HOTEL RELEASES THE FUNDS ITS YOUR SUCKY BANK,"Hey Kendra, ,Thank you for taking the time to leave us feedback. ,When using a service such as a hotel or car rental the merchant can hold the reservation of funds for 30 days. ,You can check if the funds are in reservation or settled by downloading the balance statement within the app. ,You can see how to do this on our support page attached:,https://support.n26.com/en-us/account-personal-details/personal-information-and-data/how-can-i-download-my-monthly-statements,Should the funds not show on the downloaded statement they will still be in reserve with the hotel/merchant. ,Best Regards, ,Peter, ,N26 Support Team",/users/606f12c66cb5130019959c16,1,US
N26,Rated 5 out of 5 stars,2021-04-08T07:31:40.000Z,Perfect service-on-demand,"Perfect service-on-demand. ,N26 shows the new way on Internet-Banking - my own personal experience is real great. I do not need a physical counter but I need service-at-once.",,/users/606eb13fad1322001ab17797,1,AT
N26,Rated 1 out of 5 stars,2021-04-07T13:40:52.000Z,Impossible to open an account for Ukrainians,"It's impossible to open a bank account for Ukrainians, even if I live in Germany and have a valid German ID card with UNLIMITED residence permission to live and work. Which is really strange and stupid. German bank is not able to verify and accept German ID cards ))) By the way, it's possible in another german banks, so...,UPDATED:,Well, I've read the answer from support N26, and I understand their legal restrictions, but anyway I have one simple question. Why it's possible in many other german banks? Many of them are online-banks too, but they don't have such strange limitations. At least it always possible to confirm identity with Postident. ,So, as I said before, I understand your position, but can't recommend your bank to anyone, because of it. The only solution is to use another german banks, without such difficulties, fortunately there are a lot of them.","Hi Yurii,,As a licensed mobile bank, we're obliged to securely verify all customers. If you do not possess one of our currently supported documents, it would mean that we are not in a position to offer you an account at this moment in time.,You can keep an eye on our supported documents via the following link, which is updated once there are any new additions: https://support.n26.com/en-eu/account-and-personal-details/verifying-my-identity/how-to-prove-my-identity,Best Regards,,Lucy, Your N26 Support Team",/users/606d97e89ac5de001b1dd0d8,1,DE
N26,Rated 1 out of 5 stars,2021-04-07T11:26:51.000Z,Sorry to say... N26 is not recommendable,"Sorry to say, but N26 is not able to understand customer' needs and requirements. Support is inacceptable and response time is weeks instead of hours or days. No adequate product portfolio for online banking purposes (most of the necessary features are not available or not communicated to the customer).","Hi Jonathan,,You can open a Live Chat from directly within the N26 app to speak with an agent in realtime. If your issue needs further investigation or attention, an agent may have to contact a specialised department for further input, meaning a resolution for your issue unfortunately may not be immediate.,You can view our Support Center for many of our FAQs by pasting the following link into your browser: https://support.n26.com/en-eu,You can also find us on Twitter via @N26_Support, where we'd be happy to help.,Best Regards,,Lucy, Your N26 Support Team",/users/606d96f10f5ae6001bea598c,1,DE
N26,Rated 2 out of 5 stars,2021-04-07T05:56:03.000Z,Nice Concept,Nice Concept. But  there are Many tiny bugs at the System to fix until  you Can use it as a Main Bank Account.,"Hey Markus,,Thanks for taking the time to leave a review.,We're sorry to hear this. Please make sure you update your app to the latest release for optimal app performance. If you are still experiencing issues we'd be more than happy to take a look and discuss your feedback in detail.,You can reach out to us via DM over on our Twitter @N26_Support or via our Facebook @N26IT. One of our dedicated team will be on hand to chat.,Best Regards,,Rose, Your N26 Team Support.",/users/6029bab50da303001b80f44a,1,AT
N26,Rated 1 out of 5 stars,2021-04-06T08:41:40.000Z,You have canceled my bank account and…,You have canceled my bank account and contacted the official and he informed me that my account has been suspended. Why ???  I do not know,"Hey Usama,,Thank you for taking the time to leave your review.,In accordance with European banking processes, N26 must carry out regular and routine checks on user accounts. We sincerely apologise for the inconvenience this has caused you.,These processes are followed to ensure our user accounts are kept safe and secure.,Whilst we understand the concern you may have for the status of your account, we are unable to provide detailed information and support through this medium.,We will continue this correspondence via your registered email address in due course.,Best Regards,,Rose, Your N26 Support Team",/users/606c1d93c61786001b8026ec,1,DE
N26,Rated 5 out of 5 stars,2021-04-06T03:06:01.000Z,Support online is very fast and solve…,"Support online is very fast and solve your problem with efficience. I required their help 2 or 3 X in the past 18 months without problem.,I like also the mobile APP. It's very easy to use.",,/users/5e67a7a7baa5185f8d13c252,2,BG
N26,Rated 1 out of 5 stars,2021-04-05T13:18:50.000Z,Terrible customer service,"Terrible customer service, I had to contact n26 regarding 2 separate issues. Contacted them many times via the app, chat and email. Both issues they completely ignored and after 6 months the first issue remains unresolved and the second issue remains unresolved after over 3 months. Save yourself the trouble and use another bank!","Hey Karen, ,Thank you for taking the time to leave us a review. ,We would love to assist you further, could you kindly clarify the issues for us please? ,You can also find us on Twitter @N26_Support and Facebook @N26 where we are very active and happy to discuss cases in detail. ,Best Regards, ,Peter, ,N26 Support Team. ",/users/606b0e29ebf30500197f76d5,2,ES
N26,Rated 5 out of 5 stars,2021-04-05T09:46:01.000Z,Great services !,"Great services, great customer help service too ! N26 is really useful when you travel. I recommend it !",,/users/606adc4c402b0e001a96bdfe,1,FR
N26,Rated 5 out of 5 stars,2021-04-05T08:47:20.000Z,The support was very fast and helpful,The support was very fast and helped me in my case pretty fast. The best thing about it is that it was on a Sunday at 11:40 P.M and I love the 24/7 support!,,/users/606ace7d0994fe0019740a53,1,DE
N26,Rated 1 out of 5 stars,2021-04-05T08:34:57.000Z,Urgent manual transaction takes too long..,"It takes toooo long for urgent transaction. As a business owner this bank has nice features but also the startup problems. Too slow, not flexible. I really hoped to found a great not old school bank but i need to take care of my company and for this you need a partner you can count on. For private stuff i would recommend because the app etc. is easy. For business i don't recommend.","Hey Konstantinos, ,Thank you for the feedback. ,We are glad to hear you like the layout  of our app.,Our business accounts are currently aimed at freelancers trading under their own name.,The accounts use SEPA transfer which can be used across and take one business to arrive/be received ,Best Regards, ,Peter, ,N26 Support. ",/users/606acbac839fde00195c931f,2,PT
N26,Rated 1 out of 5 stars,2021-04-06T10:32:23.000Z,The worse bank in the world! Bad security and super bad customer support!!,"If you want to lose your money fast, you can simply put the money into this bank! While I had this account, my account always got extra suspicious charges. I had other friend got 8000EUR-10000EUR lost and many suspicious charges from this bank! Each time they and myself needed to spend tons of time to communicate with their idiot customer service to get the money back. Finally I decided to cancel the account in 2019. Until now the account still there. They can't even cancel the account, no matter how many times I write email or contact with the support!!!!!! Update after seeing the response: yes, to reply email to close one account you can spend time since 2019 until now. Good for you N26!!!","Hey JY,,Thank you for taking the time to leave your review.,In accordance with European banking processes, N26 must carry out regular and routine checks on user accounts. We sincerely apologise for the inconvenience this has caused you.,These processes are followed to ensure our user accounts are kept safe and secure.,Whilst we understand the concern you may have for the status of your account, we are unable to provide detailed information and support through this medium.,We will continue this correspondence via your registered email address in due course.,Best Regards,,Rose, Your N26 Support Team",/users/5afb70f44de5666d34d0b3c1,88,DE
N26,Rated 5 out of 5 stars,2021-04-04T12:40:37.000Z,Very good,Very good! If you need to travel N26 is the best bank!!,,/users/57b0eb650000ff000a3ac5ce,8,FR
N26,Rated 1 out of 5 stars,2021-04-04T06:38:57.000Z,No EC Karte and no price transparency…,No EC Karte and no price transparency for cash withdrawals. Who cares about a fancy app if the fundamentals are not there. Cancel.,"Hey, ,Thank you for taking the time to leave us a review. ,We are currently unable to offer an EC card, however, we do offer the option to order an extra Maestro card for customers with accounts in Germany, Austria and the Netherlands. ,The fees for ATM use vary depending on which account you have with us.  You can find a very transparent run-down on our site here:,https://support.n26.com/en-eu/payments-transfers-and-withdrawals/withdrawals/how-often-can-i-withdraw-cash-for-free,Best Regards, ,Peter, ,N26 Support Team. ",/users/5ff0ff16750ed7001937a37d,5,US
N26,Rated 5 out of 5 stars,2021-04-03T13:07:56.000Z,My experience is so good with this…,My experience is so good with this german online bank. It's app is excellent and so is customer service. Good job. I would prefer german IBAN as it always was.,,/users/60686889b1368c001aef2644,1,ES
N26,Rated 5 out of 5 stars,2021-04-03T11:18:49.000Z,Always the livechat is there to answer…,"Always the livechat is there to answer and give feedbacks to request,Up to now very satisfied",,/users/5ef862dc49d89fb519d60747,3,DZ
N26,Rated 5 out of 5 stars,2021-04-02T21:06:03.000Z,A nice Bank,Nice Bank with a really nice App.Customer service was helpful and friendly so 5 stars from me.,,/users/6067872f839fde00195b48e8,1,DE
N26,Rated 5 out of 5 stars,2021-04-02T11:56:53.000Z,ONE WORD: PERFECT,"N26 is now my main account, ,I have been using N26 since 2019 and I sill have the German IBAN. Not a big problem, I have managed to get my salary on so I'm more than happy. It costs nothing and it's perfect when u go abroad (it worked amazingly when I have been to South Africa). The costumer service is amazing and the operators are very kind. No bureocracy issues (problems I had with other Banks) and that's honestly what I was looking for. It's pretty amazing. ,Thank you from a very satisfied client ✌️✌️",,/users/5f09aed6b2943e2bfce70504,3,IT
N26,Rated 5 out of 5 stars,2021-04-02T08:42:33.000Z,i had a problem with my account,"i had a problem with my account, cause it was blocked because of my own fault. N26 helped me perfectly to solve the problem, easy and fast.,100% confident.",,/users/6066d8e4e02941001b615709,1,DE
N26,Rated 5 out of 5 stars,2021-04-02T07:58:42.000Z,I like N26 because of the easy way to…,"I like N26 because of the easy way to handle all my Banking. The App is just so easy to use. And the Support is also almost perfect. There are just small things they may could do better. Like if you wish to cancel or change the amount of your deposit useing the so called Cash26 technique, there is no was to do so. That could they do better. But everything else is just fine",,/users/6066cea7e02941001b614edc,1,DE
N26,Rated 5 out of 5 stars,2021-04-02T06:13:59.000Z,Very cool ban,"Very cute and competent staff, fast help and excellent service👍👍👍",,/users/6056e57136087e001b4a2071,2,DE
N26,Rated 5 out of 5 stars,2021-04-02T09:08:46.000Z,Vous êtes des meilleurs,"I like N26 because of the easy way to handle all my Banking. The App is just so easy to use. And the Support is also almost perfect. There are just small things they may could do better. Like if you wish to cancel or change the amount of your deposit useing the so called Cash26 technique, there is no was to do so. That could they do better. But everything else is just fine",,/users/60663a932bba26001a1fd168,1,FR
